bookID,title,authors,average_rating,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,
5876,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,9781400047833,en-US,176,8460,415,08-07-03,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,
5877,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,9780739302866,eng,14,57,23,10-05-05,Random House Audio,
5878,Nonfiction,Chuck Palahniuk,3.57,9780224063029,eng,233,213,15,05-08-04,Jonathan Cape,
5879,Haunted,Chuck Palahniuk,3.59,9780224064453,eng,416,173,15,01-05-05,Jonathan Cape,
5880,Survivant,Chuck Palahniuk/Freddy Michalski,3.92,9782070756278,fre,365,14,0,04-02-01,Gallimard,
5881,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9789879397503,spa,442,116,13,28-08-06,Mondadori,
5882,Error humano,Chuck Palahniuk/Javier Calvo,3.57,9788439711865,spa,253,11,1,31-05-05,Mondadori,
5883,Life After God,Douglas Coupland,3.79,9780743231510,eng,291,9882,338,01-07-02,Simon & Schuster,
5884,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,9781550548181,en-US,152,807,40,01-05-03,Douglas & McIntyre,
5885,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,9781553651529,eng,176,256,22,04-08-05,Douglas & McIntyre,
5886,All Families Are Psychotic,Douglas Coupland,3.67,9780007117536,eng,279,361,32,01-07-02,Harper Perennial,
5887,Shampoo Planet,Douglas Coupland,3.5,9780743231534,eng,282,8283,202,01-03-08,Scribner Book Company,
5888,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,9780425190449,eng,339,13020,316,04-02-03,Berkley Books,
5889,Spook Country (Blue Ant  #2),William Gibson,3.69,9780399154300,eng,371,16342,1258,07-08-07,Putnam Adult,
5890,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,9780060539825,eng,224,30566,585,29-07-03,Harper Voyager,
5891,Idoru (Bridge #2),William Gibson,3.8,9780425190456,eng,308,17632,388,07-01-03,Berkley Trade,
5892,Virtual Light (Bridge  #1),William Gibson,3.85,9780140157727,eng,304,18228,358,26-10-96,Penguin Books Ltd,
5893,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,9781892391186,eng,208,104,19,01-09-04,Tachyon Publications,
5894,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,3.77,9780485006070,eng,258,62,4,13-09-01,Bloomsbury Academic,
5895,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,9780060732981,eng,1,1666,208,31-08-04,HarperFestival,
5896,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,9780060587031,en-US,64,284,31,26-09-06,HarperCollins,
5897,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,9781563893339,eng,95,12377,198,01-12-97,Vertigo,
5898,Creatures of the Night,Neil Gaiman/Michael Zulli,3.83,9781569719367,eng,46,1706,171,27-12-04,Dark Horse Books,
5899,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,9780785110675,eng,120,2113,54,15-11-06,Marvel,
5900,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,9781563892677,eng,224,8822,372,01-06-96,DC Comics,
5901,The Mystery Play,Grant Morrison/Jon J. Muth,3.44,9781563891892,en-US,80,688,40,01-08-95,Vertigo,
5902,Kid Eternity,Grant Morrison/Duncan Fegredo,3.41,9781401209339,eng,144,693,44,01-02-06,Vertigo,
5903,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,9780785108115,eng,144,7602,135,27-09-06,Marvel,
5904,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.79,9781401209254,eng,224,2046,98,04-01-06,DC Comics,
5905,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,9781563890345,eng,192,5447,235,17-04-00,Vertigo,
5906,The Filth,Grant Morrison/Chris Weston/Gary Erskine,3.75,9781401200138,en-US,320,3907,266,01-06-04,Vertigo,
5907,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,9781401212025,eng,203,1363,52,01-04-07,Vertigo,
5908,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,3.98,9781563893698,en-US,93,3714,96,01-04-97,DC Comics,
5909,Batman: Gothic,Grant Morrison/Klaus Janson,3.79,9781563890284,eng,128,4294,123,01-07-98,DC Comics,
5910,JLA: Earth 2,Grant Morrison/Frank Quitely,3.97,9781563896316,eng,96,5165,143,01-10-00,DC Comics,
5911,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,9780785123262,eng,1096,2952,112,06-12-06,Marvel,
5912,Superfolks,Robert  Mayer/Grant Morrison,3.48,9780312339920,eng,240,429,57,09-03-05,St. Martin's Griffin,
5913,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,9781563894534,en-US,55,1269,66,31-12-98,DC Comics Vertigo,
5914,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,9781401204259,eng,216,51984,1469,11-01-05,DC Comics,
5915,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,9789872249755,spa,96,7,2,25-11-05,Sticker Design (DC Comics),
5916,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,9781401209995,eng,256,2322,77,30-08-06,Vertigo,
5917,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,9780785113454,eng,112,1797,55,15-11-06,Marvel,
5918,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,9781401200190,en-US,288,3346,83,01-12-02,DC Comics Vertigo,
5919,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,9781563897283,en-US,232,4084,86,01-08-01,Vertigo,
5920,Invisible,Pete Hautman,3.84,9780689869037,eng,160,2311,347,28-11-06,Simon Pulse,
5921,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,9781563894442,en-US,104,3882,74,01-02-98,Vertigo,
5922,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,9781563896002,en-US,224,3852,63,01-02-00,DC Comics Vertigo,
5923,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,9781931882200,en-US,100,62,7,15-09-05,Adventures Unlimited Press,
5924,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,9781563894893,en-US,240,4270,67,01-03-99,Vertigo,
5925,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,9780262681353,eng,282,609,90,22-02-02,MIT Press,
5926,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,9781563894817,eng,208,15496,281,01-02-99,Vertigo,
5927,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,9781563895685,eng,144,13360,193,01-09-99,Vertigo,
5928,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,9781563897221,eng,144,11372,146,01-07-01,Vertigo,
5929,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,9781563896279,eng,133,13331,146,01-09-00,Vertigo,
5930,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,9781563899539,eng,140,9963,90,01-04-03,Vertigo,
5931,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,9781401202170,eng,144,10308,184,01-06-04,Vertigo,
5932,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,9781563899881,eng,144,10331,90,01-12-03,Vertigo,
5933,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,4.32,9781563898945,eng,144,12633,88,01-11-02,Vertigo,
5934,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,9781400076857,eng,249,1791,146,14-06-05,Vintage,
5935,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,9780141011110,en-US,592,340,22,24-02-05,Penguin,
5936,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,4.32,9780691120270,en-US,200,26,2,21-11-04,Princeton University Press,
5937,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,9780736697507,eng,16,19,5,24-02-04,Books on Tape,
5938,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,9781932857191,eng,343,157,5,01-10-05,Disinformation Company,
5939,Under the Influence: The Disinformation Guide to Drugs,Preston Peet,3.64,9781932857009,eng,312,58,3,01-01-04,The Disinformation Company (NYC),
5940,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,9780966410075,eng,399,1010,34,01-04-01,Disinformation Company,
5941,The Origin of Species,Charles Darwin/Philip Appleman,3.98,9780393978674,en-US,134,33,3,15-03-02,W.W. Norton & Company,
5942,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,3.73,9780060843373,en-US,272,71,5,01-11-05,Harper,
5943,The Origin of Species,Charles Darwin/Julian Huxley,3.98,9780451529060,eng,576,805,75,02-09-03,Signet Classics,
5944,The Origin of Species,Charles Darwin,3.98,9780785819110,eng,703,78431,1355,01-05-04,Castle Books,
5945,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,9780679731184,eng,240,5729,209,30-04-96,Vintage,
5946,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,9780486434148,eng,73,9975,210,04-06-04,Dover Publications,
5947,On the Origins of War and the Preservation of Peace,Donald Kagan,4.01,9780385423755,eng,573,520,30,01-01-96,Anchor,
5948,The Origins of Totalitarianism,Hannah Arendt,4.28,9780805242256,eng,674,77,11,01-03-04,Schocken Books,
5949,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,9780618057078,eng,491,3473,426,15-08-00,Mariner Books,
5950,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,3.96,9780744002539,eng,256,25,1,09-04-03,Bradygames,
5951,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,3.98,9780807050736,eng,592,823,37,01-09-93,Beacon Press,
5952,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,9780061196676,eng,176,173,17,06-02-07,Harper Perennial,
5953,Economic Origins of Dictatorship and Democracy,Daron Acemoglu/James A. Robinson,3.97,9780521855266,eng,416,158,10,01-10-05,Cambridge University Press,
5954,"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,4.54,9780933121294,eng,363,129,6,01-12-91,Black Classic Press,
5955,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,4.05,9780029221303,en-US,368,151,13,15-09-86,Free Press,
5956,The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,3.86,9780842383677,en-US,352,79,11,17-12-03,Tyndale House Publishers,
5957,Country of Origin,Don  Lee,3.47,9780393327069,eng,320,317,41,17-04-05,W. W. Norton  Company,
5958,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,9780060957605,eng,256,226,31,08-07-03,Harper Perennial,
5959,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,9780812696066,eng,288,157,14,25-10-06,Open Court,
5960,The Gospel According to the Beatles,Steve Turner,3.77,9780664229832,eng,254,126,23,03-08-06,Westminster John Knox Press,
5961,JPod,Douglas Coupland,3.69,9781596911048,en-US,448,617,72,16-05-06,Bloomsbury,
5962,Hairstyles of the Damned,Joe Meno,3.72,9781888451702,eng,270,5298,468,01-09-04,Akashic Books/Punk Planet Books,
5963,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,4.17,9780385488372,eng,352,86,4,13-07-98,Main Street Books,
5964,Merlin's Tour of the Universe,Neil deGrasse Tyson,4.02,9780385488358,eng,318,305,27,14-07-97,Main Street Books,
5965,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,4.1,9780393062243,eng,384,9837,552,17-01-07,W. W. Norton  Company,
5966,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,4.23,9780967575605,en-US,282,54,5,01-10-03,Monolith Graphics,
5967,The Dark Tower (The Dark Tower #7),Stephen King,4.28,9780340827215,eng,686,362,40,21-09-04,Hodder & Stoughton,
5968,The Gunslinger,Stephen King,3.96,9780670032549,eng,231,2309,230,23-06-03,Viking,
5969,Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,3.87,9781413900200,eng,175,911,42,29-12-03,ADV Manga,
5970,Gunslinger,Ed Dorn,4.11,9780822309321,eng,224,247,24,22-08-89,Duke University Press Books,
5971,Wasteland of Flint,Thomas Harlan,3.79,9780765341136,eng,512,291,38,01-02-04,Tor Books,
5972,Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,3.55,9781932664591,eng,160,576,73,20-04-10,Oni Press,
5973,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,3.63,9780071433716,eng,384,580,21,04-02-04,McGraw-Hill Education,
5974,Sit  Walk  Stand,Watchman Nee,4.42,9780842358934,eng,80,2663,141,04-11-77,Tyndale House Publishers,
5975,Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,3.76,9781416507680,eng,458,791,95,31-10-06,Pocket Star Books,
5976,Voices From the Street,Philip K. Dick,3.29,9780765316929,en-US,301,698,104,23-01-07,Tor Books,
5977,The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,4.19,9780806523798,eng,380,456,40,01-05-02,Citadel,
5978,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,9781857983418,eng,204,26767,1075,08-11-01,Gollancz,
5979,The Crack in Space,Philip K. Dick,3.46,9781400030064,eng,188,1878,142,08-03-05,Vintage,
5980,Ubik,Philip K. Dick/David Alabort/Manuel Espín,4.09,9788498000832,spa,288,63422,2486,01-05-06,La factoría de ideas,
5981,The Best of Philip K. Dick,Philip K. Dick/John Brunner,4.22,9780345253590,eng,450,622,33,12-02-78,Del Rey Books (NY),
5982,Vulcan's Hammer,Philip K. Dick,3.52,9781400030125,eng,165,1561,97,10-08-04,Vintage,
5983,Carly's Sound,Ali Vali,4.21,9781933110455,eng,212,454,11,01-06-06,Bold Strokes Books,
5984,The System of Objects,Jean Baudrillard/James Benedict,4.01,9781844670536,eng,224,1002,27,17-01-06,Verso,
5985,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,9781845203344,eng,215,247,9,01-12-05,Bloomsbury Academic,
5986,Introducing Baudrillard,Chris Horrocks/Zoran Jevtic,3.32,9781840460872,eng,176,165,25,13-08-97,Icon Books,
5987,Existentialism and Human Emotions,Jean-Paul Sartre,3.84,9780806509020,eng,96,4190,147,01-12-00,Citadel,
5988,Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,3.92,9780141185491,eng,253,1590,140,30-11-00,Penguin Books,
5989,From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,3.94,9780553251616,eng,426,932,70,01-01-85,Bantam,
5990,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,9780872205543,eng,58,26252,344,01-06-01,Hackett Publishing Company,
5991,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,3.39,9780743255905,eng,384,52,8,07-08-06,Free Press,
5992,Bookends,Jane Green,3.72,9780767907811,eng,368,37153,822,27-05-03,Broadway Books,
5993,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,3.65,9780140276909,eng,450,683,66,06-08-98,Penguin Books,
5994,Open House,Elizabeth Berg,3.7,9780613997638,eng,0,0,0,01-05-01,Turtleback Books,
5995,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.76,9781886230354,eng,272,51,6,01-06-01,Impact,
5996,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,3.92,9780679764410,eng,440,20178,590,07-04-98,Vintage,
5997,Line Of Vision,David Ellis,3.81,9780425183762,en-US,448,609,82,05-02-02,G.P. Putnam's Sons,
5998,The Other Woman,Jane Green,3.7,9780452287143,eng,389,29112,651,06-06-06,Berkley,
5999,No Other Woman (No Other  #2),Shannon Drake,3.78,9780380781362,eng,391,299,7,01-06-96,Avon Books,
6000,The Other Woman (Dundee  Idaho  #7),Brenda Novak,4.11,9780373713448,eng,299,560,33,09-05-06,Harlequin Special Releases,
6001,The Other Woman,Ann  O'Leary,3.64,9781562802349,eng,213,77,6,28-04-99,Naiad Press,
6002,Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,3.52,9780380792047,eng,272,58,6,09-03-99,Avon,
6003,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,4.36,9781591162025,eng,206,5862,55,14-01-04,VIZ Media LLC,
6004,Pusteblume,Marian Keyes,3.81,9783453189348,ger,560,59,0,01-05-01,Heyne,
6005,Une vie de rêve,Marian Keyes,3.69,9782714438133,fre,593,11,4,04-05-05,Pocket,
6006,Por los pelos,Marian Keyes,3.81,9781400002214,spa,592,34,5,17-09-02,Plaza y Janes,
6007,Under the Duvet,Marian Keyes,3.52,9780141007472,eng,304,401,43,28-07-09,Penguin UK,
6008,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,9788497599177,spa,595,204,21,30-03-03,DeBolsillo,
6009,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,9783548603254,ger,332,11,2,01-04-03,List Taschenbuch,
6010,Le Club de la dernière chance,Marian Keyes,3.81,9782266130608,fre,608,6,0,05-06-03,Pocket,
6011,Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,3.95,9782266108270,fre,563,7,1,02-05-02,Pocket,
6012,Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,9788401329548,spa,594,7,0,31-01-03,DeBolsillo,
6013,Auszeit für Engel Walsh Family  #3),Marian Keyes,3.75,9783453868571,ger,477,16,1,01-02-03,Heyne,
6014,Open House,Elizabeth Berg,3.7,9780099461265,en-GB,314,61,6,29-09-03,Arrow Books,
6015,Slightly Settled (Slightly  #2),Wendy Markham,3.68,9780373250479,en-US,312,4756,84,23-01-04,Red Dress Ink,
6016,The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,3.97,9781569311936,en-US,216,32,1,08-03-97,Viz Media,
6017,The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,4.04,9781569312100,en-US,200,27,0,06-12-97,Viz Media,
6018,Lamu: Urusei Yatsura  3,Rumiko Takahashi,4.08,9788484497288,spa,416,38,0,30-08-05,Glénat,
6019,The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,4.11,9781569310359,eng,208,72,4,05-06-95,Viz Media,
6020,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,3.97,9781569310199,en-US,400,131,7,05-06-97,Viz Media,
6021,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,4.11,9781591162865,eng,200,1102,19,17-08-04,VIZ Media LLC,
6022,Your and My Secret  Vol. 1,Ai Morinaga,3.54,9781413901436,eng,174,406,31,06-07-04,ADV Manga,
6023,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,4.02,9780345459848,eng,672,11246,148,03-06-03,Del Rey,
6024,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,9780006163831,en-GB,479,174,3,18-11-96,Fontana,
6025,The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,4.15,9780553071795,eng,617,4544,69,01-06-94,Spectra,
6026,The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,3.99,9780553297607,en-US,480,5020,101,21-07-10,Bantam,
6027,The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,3.98,9780345418470,eng,496,15389,109,23-06-97,Del Rey,
6028,The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,4.08,9780553562606,eng,518,5460,89,21-10-09,Spectra,
6029,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,9781421513683,eng,192,494,40,07-08-07,VIZ Media LLC,
6030,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,9781889963853,eng,80,2,0,01-03-06,University of Alaska Press,
6031,Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,3.89,9780373255597,eng,215,17,1,23-07-93,Harlequin Temptation,
6032,Skylight Confessions,Alice Hoffman,3.64,9780316058780,eng,264,6754,744,01-01-07,Little Brown and Company,
6033,The Foretelling,Alice Hoffman,3.84,9780316154093,eng,182,2646,247,01-09-06,Little  Brown Books for Young Readers,
6034,Incantation,Alice Hoffman,3.88,9780316010191,eng,166,5653,800,01-10-06,Little  Brown Books for Young Readers,
6035,Practical Magic (Practical Magic #1),Alice Hoffman,3.78,9780425190371,eng,286,54261,4232,05-08-03,Penguin,
6036,The Probable Future,Alice Hoffman,3.83,9780345455918,eng,352,11910,965,01-06-04,Ballantine Books,
6037,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,4.35,9780805210552,eng,486,20028,381,14-11-95,Schocken,
6038,Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,9780805210644,eng,336,17981,522,02-07-96,Schocken,
6039,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,9780679423034,eng,566,445,30,26-10-93,Knopf,
6040,Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,4.17,9780816615155,eng,136,1287,45,31-10-86,Univ Of Minnesota Press,
6041,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,9780393058482,eng,462,3132,103,17-09-04,W. W. Norton  Company,
6042,The Complete Brothers Grimm Fairy Tales,Jacob Grimm/Wilhelm Grimm,4.3,9780517229255,en-US,680,4420,165,03-10-06,Gramercy Books,
6043,The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,9780553382167,eng,762,877,55,01-01-03,Bantam,
6044,Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,9780515130997,en-US,295,1421,68,01-07-01,Jove,
6045,Emma  Vol. 01,Kaoru Mori/ ,3.83,9781401211325,eng,183,3515,339,20-09-06,CMX,
6046,Drum Into Silence (Drums of Chaos  #3),Jo Clayton/Kevin Andrew Murphy,3.41,9780812551242,en-GB,399,1,0,01-02-04,Tor Fantasy,
6047,Dance Down the Stars (Duel of Sorcery: Dancer  #3),Jo Clayton,3.74,9780886776176,eng,368,35,0,01-09-94,DAW,
6048,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,9780812551235,eng,341,29,1,01-07-98,Tor Books,
6049,Fire in the Sky (Diadem: Shadowsong  #1),Jo Clayton,3.87,9780886776503,eng,352,63,2,01-05-95,DAW,
6050,Quester's Endgame,Jo Clayton,3.98,9780886771386,eng,372,159,6,01-07-86,DAW,
6051,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,3.99,9780886774677,eng,400,68,1,01-04-91,DAW,
6052,Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,4.22,9781400040353,eng,448,532,23,23-11-04,Knopf Publishing Group,
6053,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4.21,9781400040360,en-US,384,637,24,10-04-07,Knopf Publishing Group,
6054,La Cucina Di Lidia: Recipes and Memories from Italy's Adriatic Coast,Lidia Matticchio Bastianich/Jay Jacobs,4.14,9780767914222,en-GB,288,48,3,08-04-03,Clarkson Potter,
6055,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,3.84,9781559360807,en-US,160,885,32,01-05-94,Theatre Communications Group,
6056,Selected Verse,Federico García Lorca/Christopher Maurer,4.43,9780374528553,eng,432,189,14,09-06-04,Farrar  Straus and Giroux,
6057,Operation Wandering Soul,Richard Powers,3.61,9780060976118,eng,352,379,33,02-04-02,Harper Perennial,
6058,Galatea 2.2,Richard Powers,3.72,9780312423131,eng,329,2155,191,01-01-04,Picador,
6059,Three Farmers on Their Way to a Dance,Richard Powers,3.82,9780060975098,eng,352,742,49,01-12-94,Harper Perennial,
6060,Christian Theology: An Introduction,Alister E. McGrath,4.04,9781405153607,eng,534,1178,48,13-11-06,Blackwell Publishers,
6061,The Time of Our Singing,Richard Powers,4.25,9780099453833,eng,631,1836,245,05-02-04,Vintage,
6062,The Christian Theology Reader,Alister E. McGrath,4.17,9781405153584,eng,744,244,11,01-09-06,Blackwell Publishers,
6063,Prisoner's Dilemma,Richard Powers,3.87,9780060977085,en-US,352,543,45,02-04-02,Harper Perennial,
